title,link,organization,rating,skills,difficulty,duration
Project Management Principles and Practices,https://www.coursera.org/specializations/project-management,"University of California, Irvine",4.7,"Cost Estimation, Stakeholder Management, Project Risk Management, Project Controls, Project Schedules, Work Breakdown Structure, Project Performance, Estimation, Conflict Management, Quality Management, Change Control, Project Management, Timelines, Milestones (Project Management), Peer Review, Project Planning, Budgeting, Scheduling, Project Management Life Cycle, Risk Management",Beginner,3 - 6 Months
Project Management,https://www.coursera.org/specializations/uci-project-management,"University of California, Irvine",4.7,"Project Schedules, Project Planning, Stakeholder Management, Communication Planning, Project Implementation, Earned Value Management, Agile Methodology, Agile Project Management, Stakeholder Communications, Project Scoping, Work Breakdown Structure, Project Management, Program Management, Conflict Management, Project Coordination, Milestones (Project Management), Resource Utilization, Resource Planning, Project Documentation, Leadership",Beginner,3 - 6 Months
Microsoft Project Management,https://www.coursera.org/professional-certificates/microsoft-project-management,Microsoft,4.7,"Stakeholder Management, Virtual Teams, Scheduling, Team Management, Conflict Management, Project Schedules, Project Management Life Cycle, Project Management Office (PMO), Excel Formulas, Procurement, Project Coordination, Kanban Principles, Performance Measurement, Strategic Communication, Leadership, Risk Management, Communication, Planning, Project Management, Budgeting",Beginner,3 - 6 Months
Engineering Project Management,https://www.coursera.org/specializations/engineering-project-management,Rice University,4.7,"Project Scoping, Communication Planning, Cost Management, Scope Management, Project Estimation, Project Schedules, Earned Value Management, Scheduling, Team Management, Quality Assurance, Stakeholder Management, Work Breakdown Structure, Risk Management, Organizational Structure, Procurement, Project Risk Management, Project Documentation, Requirements Management, Project Management, Planning",Beginner,3 - 6 Months
Foundations of Project Management,https://www.coursera.org/learn/project-management-foundations,Google,4.9,"Project Management Life Cycle, Change Management, Organizational Structure, Project Management, Organizational Change, Program Management, Project Closure, Agile Methodology, Project Planning, Waterfall Methodology, Strategic Thinking",Beginner,1 - 4 Weeks
Project Management and Planning,https://www.coursera.org/specializations/project-management-and-planning,Johns Hopkins University,4.7,"Project Closure, Work Breakdown Structure, Earned Value Management, Configuration Management, Project Portfolio Management, Negotiation, Project Management Life Cycle, Project Management, Project Schedules, Agile Methodology, Project Controls, Product Roadmaps, Scheduling, Conflict Management, Agile Project Management, Project Coordination, Risk Management, Project Planning, Team Leadership, Stakeholder Engagement",Intermediate,3 - 6 Months
Project Management in Construction,https://www.coursera.org/specializations/project-management-in-construction,L&T EduTech,4.7,"Scope Management, Stakeholder Management, Project Schedules, Project Risk Management, Environment Health And Safety, Work Breakdown Structure, Project Scoping, Earned Value Management, Feasibility Studies, Risk Analysis, Quality Management, Procurement, Cost Estimation, Scheduling, Cost Management, Project Management Life Cycle, Contract Management, Communication Strategies, Risk Management, Project Controls",Advanced,1 - 3 Months
Introduction to Agile Development and Scrum,https://www.coursera.org/learn/agile-development-and-scrum,IBM,4.9,"User Story, Agile Software Development, Scrum (Software Development), Agile Methodology, Kanban Principles, Backlogs, Sprint Retrospectives, Agile Project Management, Workflow Management, Sprint Planning, Team Management, Product Requirements, Lean Methodologies, Performance Measurement",Beginner,1 - 4 Weeks
Project Management Essentials,https://www.coursera.org/learn/copy-of-project-management-essentials,Howard University,4.6,"Project Management Life Cycle, Project Management Institute (PMI) Methodology, Project Management, Project Coordination, Agile Project Management, Project Risk Management, Scope Management, Project Controls, Project Planning, Project Closure, Stakeholder Management, Change Control, Leadership",Beginner,1 - 4 Weeks
Construction Management,https://www.coursera.org/specializations/construction-management,Columbia University,4.7,"Project Schedules, Construction Management, Construction Estimating, Project Finance, Cost Estimation, Punch Work, Project Risk Management, Bidding, Building Information Modeling, Scheduling, Cost Control, Environment Health And Safety, Project Closure, Lean Methodologies, Timelines, Real Estate, Finance, Construction, Business Transformation, Innovation",Beginner,3 - 6 Months
IBM Project Manager,https://www.coursera.org/professional-certificates/ibm-project-manager,IBM,4.8,"User Story, Stakeholder Engagement, Project Management Life Cycle, Resource Management, Risk Management, Peer Review, Agile Software Development, Scrum (Software Development), Earned Value Management, Stakeholder Management, Agile Methodology, Project Risk Management, Kanban Principles, Team Motivation, Project Management, IT Management, Interviewing Skills, Professional Networking, Leadership, Communication",Beginner,3 - 6 Months
Power BI: Data Modeling and Data Analysis,https://www.coursera.org/learn/power-bi-data-modeling-and-data-analysis,Whizlabs,,"Power BI, Data Analysis Expressions (DAX), Data Modeling, Star Schema, Data Warehousing, Data Security, Data Visualization Software, Pivot Tables And Charts, Performance Tuning, Business Intelligence, Excel Formulas, Role-Based Access Control (RBAC)",Intermediate,1 - 4 Weeks
Microsoft Power BI and Power Platform for Productivity,https://www.coursera.org/specializations/microsoft-power-bi-and-power-platform-productivity,Microsoft,4.5,"Extract, Transform, Load, Star Schema, Microsoft Power Platform, Data Analysis Expressions (DAX), Data Storytelling, Microsoft Power Automate/Flow, Dashboard, Microsoft Excel, Excel Formulas, Power BI, Data-Driven Decision-Making, Microsoft Copilot, Data Presentation, Spreadsheet Software, Data Transformation, Data Literacy, Data Modeling, Data Visualization, Data Analysis, Business Intelligence",Beginner,3 - 6 Months
BI Essentials for Finance Analysts (Power BI Edition),https://www.coursera.org/specializations/bi-essentials-for-finance-professionals-powerbi,Corporate Finance Institute,4.8,"Data Analysis Expressions (DAX), Power BI, Snowflake Schema, Data Modeling, SQL, Dashboard, Microsoft Excel, Business Intelligence, Excel Formulas, Pivot Tables And Charts, Data Import/Export, Business Reporting, Databases, Interactive Data Visualization, Data Storytelling, Financial Statements, Data Manipulation, Data Transformation, Financial Analysis, Data Visualization",Beginner,3 - 6 Months
Power BI Fundamentals,https://www.coursera.org/learn/power-bi-fundamentals,Corporate Finance Institute,4.9,"Power BI, Data Analysis Expressions (DAX), Dashboard, Business Intelligence, Data Import/Export, Business Reporting, Interactive Data Visualization, Data Storytelling, Data Modeling, Data Transformation, Data Visualization Software, Data Analysis, Data Sharing, Sales, Key Performance Indicators (KPIs)",Beginner,1 - 3 Months
Exam Prep PL-300: Microsoft Power BI Data Analyst Associate,https://www.coursera.org/specializations/exam-prep-pl-300-microsoft-power-bi-data-analyst-associate,Whizlabs,,"Power BI, Dashboard, Business Intelligence, Data Presentation, Data Storytelling, Data Visualization Software, Data Transformation, Data Analysis Expressions (DAX), Business Analytics, Data Modeling, Star Schema, Data-Driven Decision-Making, Pivot Tables And Charts, Key Performance Indicators (KPIs), Interactive Data Visualization, Microsoft Power Platform, Microsoft Excel, Data Management, Data Analysis, Advanced Analytics",Intermediate,1 - 3 Months
Microsoft Copilot for Power BI: AI-Powered Report Insights,https://www.coursera.org/learn/microsoft-copilot-for-power-bi-ai-powered-report-insights,Coursera Instructor Network,,"Data Analysis Expressions (DAX), Power BI, Dashboard, Data Modeling, Business Intelligence, Microsoft Excel, Data Visualization Software, Microsoft Copilot, Data Integration, Interactive Data Visualization, Data-Driven Decision-Making, Data Manipulation, Data Transformation, Data Cleansing, ChatGPT",Intermediate,1 - 4 Weeks
Power BI: Data Visualization and Analysis,https://www.coursera.org/learn/power-bi-data-visualization-essentials,Whizlabs,,"Business Intelligence, Data Presentation, Data Storytelling, Interactive Data Visualization, Data Visualization Software, Business Analytics, Power BI, Pivot Tables And Charts, Dashboard, Key Performance Indicators (KPIs), Performance Reporting, Data Analysis, Scatter Plots, Business Reporting, Trend Analysis, Time Series Analysis and Forecasting",Intermediate,1 - 4 Weeks
Exam Prep PL-400: Microsoft Power Platform Developer Assoc.,https://www.coursera.org/specializations/exam-prep-pl-400-microsoft-certified-power-platform-developer-associate,Whizlabs,,"Microsoft Power Automate/Flow, Microsoft Power Platform, Data Analysis Expressions (DAX), Power BI, Microsoft Azure, Dashboard, Workflow Management, Process Analysis, Microsoft Copilot, Robotic Process Automation, Business Process Automation, Microsoft 365, Process Optimization, Automation, Data Integration, Cloud-Based Integration, Microsoft Visual Studio, Restful API, Application Lifecycle Management, JSON",Intermediate,1 - 3 Months
Master Microsoft Office 365 and Power Platform,https://www.coursera.org/specializations/master-microsoft-office-365-power-platform,Microsoft,4.7,"Microsoft Power Platform, Microsoft Copilot, Prompt Engineering, Microsoft Power Automate/Flow, Power BI, Microsoft 365, Multimedia, Microsoft PowerPoint, Dashboard, Microsoft Excel, Excel Formulas, Microsoft Word, Data Visualization, Spreadsheet Software, Microsoft Outlook, Data Integration, Productivity Software, Business Intelligence, Presentations, Data Analysis",Beginner,3 - 6 Months
Mastering Power BI for Data Analytics & Storytelling,https://www.coursera.org/specializations/mastering-power-bi-data-analytics-storytelling,Edureka,4.3,"Power BI, Snowflake Schema, Data Analysis Expressions (DAX), Data Modeling, Microsoft SQL Servers, AWS Identity and Access Management (IAM), Inventory Management System, Transact-SQL, Amazon Web Services, SQL, Data Visualization Software, Interactive Data Visualization, Dashboard, Data Storytelling, Database Design, Data Analysis, Data Presentation, Data Transformation, Analytical Skills, Business Intelligence",Intermediate,3 - 6 Months
Microsoft Power Platform Fundamentals PL-900 Exam Prep,https://www.coursera.org/specializations/microsoft-power-platform-fundamentals,Microsoft,4.4,"Microsoft Power Platform, Microsoft Power Automate/Flow, Power BI, Dashboard, Data Visualization, Business Intelligence, Business Process Automation, Productivity Software, Application Development, Data Integration, Performance Analysis, Automation, Data Security, Workflow Management, Cloud Applications, Data Analysis Software, Business Process, Generative AI Agents, Microsoft Teams, Data Modeling",Beginner,1 - 3 Months
Data Analysis and Visualization with Power BI,https://www.coursera.org/learn/data-analysis-and-visualization-with-power-bi,Microsoft,4.7,"Dashboard, Power BI, Data Storytelling, Data Visualization Software, Data Visualization, Data Presentation, Advanced Analytics, Statistical Reporting, Interactive Data Visualization, Business Intelligence, Data Analysis, Web Content Accessibility Guidelines",Beginner,1 - 3 Months
Digital Marketing,https://www.coursera.org/specializations/digital-marketing,University of Illinois Urbana-Champaign,4.7,"Data Storytelling, Marketing Analytics, Keyword Research, Email Marketing, Cross-Channel Marketing, Marketing Planning, Strategic Communication, Content Marketing, Digital Marketing, Google Analytics, Marketing Communications, Analytics, Marketing Channel, Digital Media Strategy, Online Advertising, Marketing, Web Analytics, Marketing Strategies, Data Analysis, Data Visualization",Beginner,3 - 6 Months
Generative AI in Marketing,https://www.coursera.org/specializations/generative-ai-in-marketing,University of Virginia Darden School Foundation,4.3,"Large Language Modeling, Customer Insights, ChatGPT, Branding, Design Thinking, Keyword Research, Search Engine Marketing, Pay Per Click Advertising, Brand Awareness, Brand Strategy, Digital Marketing, Marketing Design, Generative AI, Marketing Strategy and Techniques, Business Marketing, Personalized Service, Prompt Engineering, Customer Relationship Management, AI Personalization, Machine Learning",Beginner,1 - 3 Months
Marketing Strategy,https://www.coursera.org/specializations/marketing-strategy,IE Business School,4.5,"Survey Creation, Surveys, Marketing Planning, Market Research, Business Research, Product Marketing, Consumer Behaviour, Value Propositions, Market Analysis, Marketing, Business Planning, Marketing Channel, Peer Review, Product Strategy, Target Market, Research Design, Data Analysis, Marketing Communications, Marketing Strategies, Research Reports",Beginner,3 - 6 Months
Meta Marketing Analytics,https://www.coursera.org/professional-certificates/facebook-marketing-analytics,Meta,4.7,"Data Storytelling, Business Metrics, Key Performance Indicators (KPIs), Marketing Analytics, Bayesian Statistics, Data Visualization, Descriptive Statistics, Marketing Effectiveness, Statistical Hypothesis Testing, Target Audience, Marketing Strategies, Data Cleansing, Pandas (Python Package), Data Modeling, Data Analysis, Data Visualization Software, A/B Testing, Data Collection, Marketing, Interviewing Skills",Beginner,3 - 6 Months
Think Outside the Inbox: Email Marketing,https://www.coursera.org/learn/think-outside-the-inbox,Google,4.8,"Email Marketing, Campaign Management, Copywriting, Marketing Strategy and Techniques, Personally Identifiable Information, Digital Marketing, Marketing Automation, Newsletters, HubSpot CRM, Marketing Analytics, Promotional Strategies, Data Ethics, Performance Analysis, A/B Testing, Customer Retention, Key Performance Indicators (KPIs)",Beginner,1 - 3 Months
AI for Marketing,https://www.coursera.org/specializations/aiformarketing,Emory University,4.6,"AI Personalization, Generative AI, Marketing Automation, Customer Retention, Personalized Service, Marketing Operations, Marketing Analytics, Data-Driven Decision-Making, Customer Analysis, Customer experience improvement, Customer Insights, Marketing Strategies, Marketing, Marketing Effectiveness, Content Marketing, MarTech, Customer Engagement, Business Marketing, Customer Acquisition Management, Artificial Intelligence",Beginner,3 - 6 Months
Generative AI for Digital Marketing,https://www.coursera.org/specializations/generative-ai-for-digital-marketing,IBM,4.7,"Prompt Engineering, ChatGPT, Generative AI, Digital Advertising, Email Marketing, OpenAI, Digital Marketing, Marketing Automation, AI Personalization, Marketing Analytics, Advertising Campaigns, Marketing, Marketing Strategies, Content Creation, Keyword Research, Large Language Modeling, Social Media Marketing, Artificial Intelligence, Search Engine Optimization, IBM Cloud",Beginner,1 - 3 Months
Viral Marketing and How to Craft Contagious Content,https://www.coursera.org/learn/wharton-contagious-viral-marketing,University of Pennsylvania,4.8,"Content Marketing, Social Media Strategy, Consumer Behaviour, Influencing, Marketing Communications, Social Media Marketing, Persuasive Communication, Social Media, Advertising, Brand Strategy, Marketing, Marketing Psychology, Storytelling",Mixed,1 - 4 Weeks
Business and Marketing Strategies,https://www.coursera.org/specializations/uol-business-and-marketing-strategies,University of London,4.5,"Operations Management, Process Design, Operational Excellence, Business Operations, Strategic Marketing, Manufacturing Operations, Marketing Strategy and Techniques, Operational Efficiency, Consumer Behaviour, Marketing, Marketing Effectiveness, Market Analysis, Business Ethics, Marketing Psychology, Social Sciences, International Relations, Culture, Business Management, Business, Marketing Analytics",Beginner,3 - 6 Months
Java Programming and Software Engineering Fundamentals,https://www.coursera.org/specializations/java-programming,Duke University,4.6,"Object Oriented Programming (OOP), Java, Java Programming, Hypertext Markup Language (HTML), Software Design, Software Design Patterns, Data Structures, HTML and CSS, Debugging, Software Engineering, Cryptography, Web Development, Programming Principles, Computer Programming, Encryption, AI Personalization, Javascript, Algorithms, Data Analysis, Cascading Style Sheets (CSS)",Beginner,3 - 6 Months
Core Java,https://www.coursera.org/specializations/core-java,LearnQuest,4.6,"Java Programming, Spring Framework, Java, Eclipse (Software), Object Oriented Programming (OOP), Object Oriented Design, Integrated Development Environments, Development Environment, Java Platform Enterprise Edition (J2EE), Software Design, Software Installation, Computer Programming, Programming Principles, Program Development, Virtual Machines, Web Development, Debugging, Package and Software Management, Data Structures, File Management",Intermediate,3 - 6 Months
Learn Java Programming,https://www.coursera.org/learn/learn-java-programming,Heriot-Watt University,,"Object Oriented Programming (OOP), Java, Java Programming, Computer Programming, Programming Principles, Software Development, Algorithms, Computational Logic",Beginner,1 - 4 Weeks
Introduction to Java,https://www.coursera.org/learn/java-introduction,LearnQuest,4.6,"Eclipse (Software), Java, Java Programming, Integrated Development Environments, Development Environment, Software Installation, Computer Programming, Programming Principles, Program Development, Object Oriented Programming (OOP)",Beginner,1 - 4 Weeks
Object Oriented Programming in Java,https://www.coursera.org/specializations/object-oriented-programming,Multiple educators,4.6,"Unit Testing, Data Structures, Event-Driven Programming, Interactive Data Visualization, Java, Java Programming, Development Testing, User Interface (UI), Object Oriented Programming (OOP), Debugging, Software Testing, Computer Programming, Cryptography, Software Engineering, Performance Tuning, Encryption, Algorithms, Data Analysis, Software Design, Problem Solving",Beginner,3 - 6 Months
Java FullStack Developer,https://www.coursera.org/specializations/java-fullstack,Board Infinity,4.4,"Angular, Web Applications, HTML and CSS, Web Development, Eclipse (Software), JavaScript Frameworks, Spring Boot, Object Oriented Programming (OOP), Restful API, Java Programming, Model View Controller, Object Oriented Design, Hypertext Markup Language (HTML), Front-End Web Development, Spring Framework, Java, Web Services, Integrated Development Environments, Cascading Style Sheets (CSS), Javascript",Intermediate,1 - 3 Months
Oracle Java Foundations,https://www.coursera.org/learn/oracle-java-foundations,Oracle,4.8,"Java, Object Oriented Programming (OOP), Oracle Cloud, Computer Programming, Cloud Development, Integrated Development Environments, Development Environment",Beginner,1 - 4 Weeks
Programming with Java,https://www.coursera.org/learn/programming-with-java,Amazon,4.2,"Object Oriented Programming (OOP), Object Oriented Design, Java, File Management, Data Import/Export, Maintainability, Debugging, Software Development",Beginner,1 - 4 Weeks
Java Programming: Solving Problems with Software,https://www.coursera.org/learn/java-programming,Duke University,4.6,"Debugging, Java, Algorithms, Java Programming, Statistical Analysis, Software Design, Computer Programming, Integrated Development Environments, Data Processing, Object Oriented Programming (OOP), Data Analysis, Software Testing, Problem Solving",Beginner,1 - 3 Months
Object Oriented Java Programming: Data Structures and Beyond,https://www.coursera.org/specializations/java-object-oriented,University of California San Diego,4.7,"Unit Testing, Growth Mindedness, Data Structures, Graph Theory, Event-Driven Programming, Interactive Data Visualization, Java, Java Programming, Network Analysis, Object Oriented Programming (OOP), Technical Communication, Development Testing, User Interface (UI), Software Testing, Computer Programming, Adaptability, Object Oriented Design, Performance Tuning, Algorithms, Problem Solving",Intermediate,3 - 6 Months
Fundamentals of Java Programming,https://www.coursera.org/learn/fundamentals-of-java-programming,Board Infinity,4.4,"Eclipse (Software), Object Oriented Programming (OOP), Java Programming, Object Oriented Design, Java, Integrated Development Environments, Development Environment, Computer Programming, Programming Principles, Algorithms, Virtual Machines",Beginner,1 - 4 Weeks
Java Programming for Beginners,https://www.coursera.org/learn/java-for-programming-beginners,IBM,4.9,"Java Programming, Java, Object Oriented Programming (OOP), Development Environment, Application Development, Programming Principles, Computer Programming, Integrated Development Environments, Data Structures, Software Installation",Beginner,1 - 3 Months
Computer Science: Programming with a Purpose,https://www.coursera.org/learn/cs-programming-java,Princeton University,4.7,"Programming Principles, Computer Programming, Object Oriented Programming (OOP), Performance Tuning, Data Structures, Java Programming, Java, Computational Thinking, Computer Science, Algorithms, Animations, Debugging",Beginner,1 - 3 Months
Programming with JavaScript,https://www.coursera.org/learn/programming-with-javascript,Meta,4.7,"Jest (JavaScript Testing Framework), Web Development Tools, Javascript, Unit Testing, Web Applications, Programming Principles, Object Oriented Programming (OOP), Scripting Languages, Event-Driven Programming, Node.JS, Scripting, JSON, Computer Programming, Test Case, Data Structures, Debugging, Package and Software Management, Program Development, Front-End Web Development, Development Environment",Beginner,1 - 3 Months
"Introduction to HTML, CSS, & JavaScript",https://www.coursera.org/learn/introduction-html-css-javascript,IBM,4.5,"Cascading Style Sheets (CSS), Bootstrap (Front-End Framework), Responsive Web Design, Web Development, Javascript, Scripting, Browser Compatibility, Application Programming Interface (API)",Beginner,1 - 4 Weeks
JavaScript for Beginners,https://www.coursera.org/specializations/javascript-beginner,"University of California, Davis",4.7,"jQuery, Javascript and jQuery, Ajax, Javascript, Data Manipulation, Data Validation, UI Components, HTML and CSS, Scripting, JSON, Scripting Languages, Event-Driven Programming, Web Development Tools, JavaScript Frameworks, Web Applications, Web Design and Development, Game Design, Application Programming Interface (API), Object Oriented Programming (OOP), Animations",Beginner,3 - 6 Months
Microsoft JavaScript Starter Kit,https://www.coursera.org/professional-certificates/microsoft-javascript-starter-kit,Microsoft,,"Responsive Web Design, Git (Version Control System), Web Development, Cascading Style Sheets (CSS), React.js, Version Control, Performance Tuning, GitHub, HTML and CSS, Javascript, Debugging, Web Applications, Program Development, Software Testing, Unit Testing, Software Development Tools, Software Documentation, Application Programming Interface (API), Node.JS, Programming Principles",Beginner,3 - 6 Months
Advanced JavaScript,https://www.coursera.org/specializations/advanced-javascript,Scrimba,4.5,"Ajax, Object Oriented Programming (OOP), Javascript, JSON, Application Programming Interface (API), Scripting, Software Design Patterns, Data Management, Data Structures, Event-Driven Programming, Data Validation, Programming Principles, Web Development, Software Development, Debugging, Software Engineering, Performance Tuning",Intermediate,1 - 3 Months
"HTML, CSS, and Javascript for Web Developers",https://www.coursera.org/specializations/html-css-javascript-for-web-developers,Johns Hopkins University,4.7,"Cascading Style Sheets (CSS), HTML and CSS, Javascript, Ajax, Responsive Web Design, Bootstrap (Front-End Framework), Front-End Web Development, Web Design, Hypertext Markup Language (HTML), Browser Compatibility, Web Design and Development, Web Development, JSON, Web Applications, Scripting, Usability, Cross Platform Development, Object Oriented Programming (OOP), Event-Driven Programming, User Interface and User Experience (UI/UX) Design",Beginner,1 - 3 Months
Introduction to JavaScript Programming,https://www.coursera.org/learn/introduction-to-javascript-programming,Microsoft,,"Javascript, Program Development, Web Applications, Programming Principles, Software Development, Data Structures, Web Development Tools, Development Environment, Video Game Development, Debugging, Object Oriented Programming (OOP), Data Validation, Computer Programming",Beginner,1 - 4 Weeks
JavaScript Data and Applications,https://www.coursera.org/learn/javascript-data-and-applications,Microsoft,,"Performance Tuning, Software Testing, Unit Testing, Software Documentation, Application Programming Interface (API), Web Applications, Test Driven Development (TDD), Restful API, Debugging, Maintainability, Javascript, Software Architecture, JSON, Data Validation, Real Time Data, Data Transformation",Beginner,1 - 4 Weeks
"JavaScript Programming with React, Node & MongoDB",https://www.coursera.org/specializations/javascript-programming-with-react-node-mongodb,IBM,4.4,"Node.JS, Server Side, MongoDB, React Redux, NoSQL, Restful API, React.js, Front-End Web Development, JavaScript Frameworks, Ajax, Javascript, Back-End Web Development, UI Components, Application Deployment, Data Structures, Authentications, Database Development, Debugging, Full-Stack Web Development, Web Applications",Beginner,3 - 6 Months
JavaScript Programming Essentials,https://www.coursera.org/learn/javascript-programming-essentials,IBM,4.6,"Ajax, Javascript, Data Structures, Debugging, JSON, Scripting, Web Development, Web Applications, Computer Programming, HTML and CSS, Software Development, Object Oriented Programming (OOP), Git (Version Control System), Application Programming Interface (API)",Beginner,1 - 3 Months
Interactivity with JavaScript,https://www.coursera.org/learn/javascript,University of Michigan,4.7,"Javascript, Interactive Design, HTML and CSS, Web Design and Development, Web Content Accessibility Guidelines, Event-Driven Programming, Web Applications, Web Development, Data Structures, Programming Principles, Debugging",Beginner,1 - 4 Weeks
JavaScript Basics,https://www.coursera.org/learn/javascript-basics,"University of California, Davis",4.7,"Javascript, HTML and CSS, Scripting, Web Design and Development, Event-Driven Programming, Web Development Tools, Programming Principles, Integrated Development Environments, Debugging",Beginner,1 - 4 Weeks
Meta Front-End Developer,https://www.coursera.org/professional-certificates/meta-front-end-developer,Meta,4.7,"Jest (JavaScript Testing Framework), Version Control, UI/UX Research, Usability Testing, Responsive Web Design, Data Structures, Unix Commands, HTML and CSS, Git (Version Control System), Persona (User Experience), GitHub, Interaction Design, Bootstrap (Front-End Framework), React.js, Mobile Development, Front-End Web Development, Algorithms, Web Development Tools, Javascript, Cascading Style Sheets (CSS)",Beginner,3 - 6 Months
Math Prep: College & Work Ready,https://www.coursera.org/learn/tsi-math-prep,University of North Texas,4.5,"Arithmetic, Probability & Statistics, Graphing, Geometry, Statistics, Algebra, Applied Mathematics, Systems Of Measurement",Beginner,1 - 4 Weeks
Introduction to Mathematical Thinking,https://www.coursera.org/learn/mathematical-thinking,Stanford University,4.8,"Mathematical Theory & Analysis, Mathematics and Mathematical Modeling, Calculus, Deductive Reasoning, Logical Reasoning",Intermediate,1 - 3 Months
Basic Mathematics,https://www.coursera.org/learn/basicmathematics,"Birla Institute of Technology & Science, Pilani",4.6,"Integral Calculus, Calculus, Trigonometry, Algebra, Differential Equations, Linear Algebra, Derivatives",Beginner,1 - 3 Months
Honors Algebra 2: Linear and Quadratic Functions,https://www.coursera.org/learn/linear-quadratic-functions,Johns Hopkins University,,"Algebra, Graphing, Advanced Mathematics, Logical Reasoning, General Mathematics, Mathematical Theory & Analysis, Applied Mathematics, Mathematical Modeling, Visualization (Computer Graphics), Correlation Analysis",Beginner,1 - 4 Weeks
Data Science Math Skills,https://www.coursera.org/learn/datasciencemathskills,Duke University,4.5,"Probability, Bayesian Statistics, General Mathematics, Calculus, Graphing, Data Science, Data Analysis, Plot (Graphics), Algebra, Geometry, Arithmetic, Derivatives",Beginner,1 - 3 Months
Algebra: Elementary to Advanced,https://www.coursera.org/specializations/algebra-elementary-to-advanced,Johns Hopkins University,4.8,"Algebra, Mathematical Modeling, Graphing, Arithmetic, Advanced Mathematics, Applied Mathematics, General Mathematics, Mathematical Theory & Analysis, Analytical Skills, Probability & Statistics, Geometry",Beginner,3 - 6 Months
Introduction to Calculus,https://www.coursera.org/learn/introduction-to-calculus,The University of Sydney,4.8,"Calculus, Integral Calculus, Algebra, Advanced Mathematics, Geometry, Engineering Calculations, Trigonometry, Arithmetic, Derivatives, Mathematical Modeling, Graphing, Estimation",Intermediate,1 - 3 Months
Mathematics for Engineers,https://www.coursera.org/specializations/mathematics-engineers,The Hong Kong University of Science and Technology,4.8,"Differential Equations, Linear Algebra, Matlab, Engineering Calculations, Engineering Analysis, Numerical Analysis, Finite Element Methods, Integral Calculus, Mathematical Software, Mechanical Engineering, Calculus, Algebra, Applied Mathematics, Mathematical Modeling, Engineering, Simulation and Simulation Software, Advanced Mathematics, Geometry, Computational Thinking, Estimation",Beginner,3 - 6 Months
Introduction to Discrete Mathematics for Computer Science,https://www.coursera.org/specializations/discrete-mathematics,University of California San Diego,4.5,"Graph Theory, Logical Reasoning, Combinatorics, Computational Logic, Deductive Reasoning, Cryptography, Probability, Key Management, Computational Thinking, Encryption, Network Analysis, Public Key Cryptography Standards (PKCS), Algorithms, Theoretical Computer Science, Python Programming, Data Structures, Cybersecurity, Arithmetic, Computer Programming, Network Routing",Beginner,3 - 6 Months
How to Use Lookup Reference Math and Text Functions in Excel,https://www.coursera.org/projects/how-use-lookup-reference-math-text-functions-excel,Coursera Project Network,4.4,"Microsoft Excel, Spreadsheet Software, Data Validation",Intermediate,Less Than 2 Hours
Foundations of Cybersecurity,https://www.coursera.org/learn/foundations-of-cybersecurity,Google,4.9,"Cybersecurity, Security Controls, Cyber Attacks, Security Management, Cyber Security Strategy, Incident Response, Cyber Risk, Security Information and Event Management (SIEM), Information Assurance, Data Ethics, Network Analysis, Ethical Standards And Conduct",Beginner,1 - 4 Weeks
Cybersecurity for Everyone,https://www.coursera.org/learn/cybersecurity-for-everyone,"University of Maryland, College Park",4.7,"Cyber Risk, Cyber Security Policies, Security Management, Cybersecurity, Risk Management, Cyber Security Strategy, Cyber Attacks, Cyber Governance, Infrastructure Security, Telecommunications, Computer Security Awareness Training, Threat Detection, Enterprise Security, Security Awareness, General Networking, Data Security, Vulnerability, Public Safety and National Security, Governance, Political Sciences",Beginner,1 - 3 Months
IBM Cybersecurity Analyst,https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst,IBM,4.6,"Cyber Threat Hunting, Incident Response, IT Service Management, Identity and Access Management, Cloud Computing, Information Technology Infrastructure Library, Endpoint Security, Malware Protection, Penetration Testing, Linux, Computer Security Incident Management, Database Management, Network Security, Networking Hardware, TCP/IP, Cybersecurity, Intrusion Detection and Prevention, Cyber Threat Intelligence, Interviewing Skills, Cyber Security Assessment",Beginner,3 - 6 Months
Certified in Cybersecurity,https://www.coursera.org/specializations/certified-in-cybersecurity,ISC2,4.7,"Network Security, Incident Response, Business Continuity, Disaster Recovery, Security Controls, Configuration Management, Governance, Cybersecurity, Security Management, Computer Security Incident Management, Cyber Attacks, Computer Security Awareness Training, Information Assurance, Data Security, Infrastructure Security, Risk Management Framework, Event Monitoring, Encryption, Role-Based Access Control (RBAC), Authorization (Computing)",Beginner,3 - 6 Months
Microsoft Cybersecurity Analyst,https://www.coursera.org/professional-certificates/microsoft-cybersecurity-analyst,Microsoft,4.7,"Threat Modeling, MITRE ATT&CK Framework, Penetration Testing, Azure Active Directory, Network Security, Computer Systems, Security Information and Event Management (SIEM), Security Testing, Encryption, Cybersecurity, System Testing, Cloud Security, Vulnerability Scanning, Threat Management, Cloud Computing, Business Software, Authentications, Active Directory, Data Management, Computer Security Incident Management",Beginner,3 - 6 Months
Introduction to Cybersecurity Fundamentals,https://www.coursera.org/learn/introduction-to-cybersecurity-fundamentals,Coursera Instructor Network,4.6,"Computer Security Awareness Training, Cybersecurity, Security Awareness, Cyber Attacks, Data Security, Personally Identifiable Information, Malware Protection, Threat Management, Email Security, Mitigation",Beginner,1 - 4 Weeks
